DefendantID,BondPowerNumber,PrintDate,LastPaymentDate,TotalBilled,TotalReceived,AccountBalance,BondBalance,CustomersLastName,CustomersFirstName,CustomersSSN,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,CustomersDOB,CustomersPhone,CustomersEMail,CustomerCompleteAddress,CosignersLastName,CosignersFirstName,CosignersSSN,CosignersAddress1,CosignersCity,CosignersState,CosignersZIP,CosignersCompleteAddress,CosignersDOB,CosignersPhone,CosignersEmail,PlanAmount,Frequency,PaymentDueDate,NextPaymentDueAmount,LastPaymentAmount,BondDate,EmployerName,Occupation,EmployerAddress,EmployerCity,EmployerStateID,EmployerZip,EmployerPhone,LengthOfEmployment,OwnerName,InsurerName,Total_Premium,Total_AR,Relationship,BondAmount,FullName
2704776,FCS629-9377602,06/22/2025,03/27/2017,2500,1538,962,962,Gonzalez,Karen,677-64-2094,9541 Forest Ave,Charlotte,NC,28201,06/23/1954,(374) 864-7139,karen.gonzalez4776@dummyemail.com,HOME 9541 Forest Ave Charlotte NC 28201,,,,,,,,,,,,400,Weekly,2023-04-08,400,357,12/31/2019,United Legal Group,Warehouse Worker,4448 2nd St,San Francisco,CA,94101,(507) 853-5286,18 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1200,290,Parent,90000,Karen Gonzalez
2704777,FCS616-2761741,12/04/2024,01/03/2024,1000,282,718,718,Jackson,Joseph,879-16-1721,6726 Sunset Blvd,Philadelphia,PA,19101,01/16/1950,(933) 647-4690,joseph.jackson4777@testmail.com,HOME 6726 Sunset Blvd Philadelphia PA 19101,,,,,,,,,,,,250,Weekly,2023-02-08,250,118,09/20/2020,Global Services LLC,Security Guard,9709 Spruce St,Detroit,MI,48201,(773) 608-3533,18 years,UNITED LEGAL GROUP,Liberty Bonds Co.,1500,895,Sibling,90000,Joseph Jackson
2704778,FCS996-1450732,09/17/2025,05/15/2018,9000,5824,3176,3176,Jones,Mary,680-29-3237,9890 3rd St,Washington,DC,20001,02/16/1993,(441) 793-3854,mary.jones4778@testmail.com,HOME 9890 3rd St Washington DC 20001,,,,,,,,,,,,400,Monthly,2021-02-07,400,271,02/28/2024,Global Services LLC,Mechanic,2008 Hillcrest Rd,Houston,TX,77001,(386) 996-5553,16 years,UNITED LEGAL GROUP,United Surety,1200,1073,Parent,50000,Mary Jones
2704779,FCS442-3208556,11/24/2023,12/21/2013,6000,2136,3864,3864,Johnson,Sandra,500-61-9163,8411 Walnut St,Austin,TX,73301,11/11/1961,(918) 391-8478,sandra.johnson4779@mail.com,HOME 8411 Walnut St Austin TX 73301,Lewis,Christopher,242-82-5384,8879 Forest Ave,Los Angeles,CA,90001.0,HOME 8879 Forest Ave Los Angeles CA 90001,04/10/1991,(485) 226-3115,christopher.lewis9558@mail.com,500,Monthly,2021-02-23,500,72,09/12/2019,St. Francis Sr. Residence (NLE),Driver,2190 Sunset Blvd,El Paso,TX,79901,(361) 246-4547,5 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,500,425,Mother,75000,Sandra Johnson
2704780,FCS915-8713740,03/20/2024,12/26/2024,9000,6778,2222,2222,Garcia,Nancy,737-59-7487,645 4th St,El Paso,TX,79901,07/19/1955,(569) 963-2363,nancy.garcia4780@testmail.com,HOME 645 4th St El Paso TX 79901,,,,,,,,,,,,500,Bi-Weekly,2023-04-25,500,383,09/08/2022,Global Services LLC,Electrician,4861 Spruce St,Washington,DC,20001,(384) 880-4205,19 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",900,120,Father,50000,Nancy Garcia
2704781,FCS462-3003997,03/21/2024,02/18/2021,2500,1448,1052,1052,Jackson,Daniel,693-21-4483,7922 Birch St,Philadelphia,PA,19101,03/08/1994,(862) 694-4861,daniel.jackson4781@mail.com,HOME 7922 Birch St Philadelphia PA 19101,,,,,,,,,,,,400,Monthly,2024-06-23,400,53,08/07/2019,Global Services LLC,Warehouse Worker,2370 3rd St,Houston,TX,77001,(411) 957-4922,11 years,PRIMARY OWNER INC,United Surety,1800,241,Sister,90000,Daniel Jackson
2704782,FCS972-5973144,04/08/2024,08/14/2024,3000,452,2548,2548,Johnson,Jennifer,809-92-4009,9419 2nd St,San Antonio,TX,78201,05/21/1977,(271) 350-3959,jennifer.johnson4782@dummyemail.com,HOME 9419 2nd St San Antonio TX 78201,,,,,,,,,,,,400,Weekly,2025-09-23,400,122,07/03/2018,Acme Corp,Mechanic,164 Cedar Ln,Charlotte,NC,28201,(329) 408-9649,8 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",500,461,Sibling,150000,Jennifer Johnson
2704783,FCS229-6303547,07/03/2024,05/07/2011,1800,1450,350,350,Davis,Patricia,468-53-9229,3128 Forest Ave,San Jose,CA,95101,06/27/1996,(206) 481-8821,patricia.davis4783@emailtest.org,HOME 3128 Forest Ave San Jose CA 95101,,,,,,,,,,,,150,Weekly,2023-05-02,150,49,04/18/2019,St. Francis Sr. Residence (NLE),Manager,3467 Maple Ave,Washington,DC,20001,(946) 472-6822,19 years,OWNER NAME LLC,United Surety,1500,1474,Employer,75000,Patricia Davis
2704784,FCS740-1517397,10/13/2025,10/07/2013,2500,108,2392,2392,Clark,Matthew,391-66-1659,2359 Forest Ave,Seattle,WA,98101,04/05/1988,(260) 271-2404,matthew.clark4784@dummyemail.com,HOME 2359 Forest Ave Seattle WA 98101,,,,,,,,,,,,350,Bi-Weekly,2024-08-15,350,318,02/22/2022,Main St Manufacturing,Driver,9508 Oak St,Phoenix,AZ,85001,(808) 699-8807,14 years,PRIMARY OWNER INC,Liberty Bonds Co.,1500,236,Parent,100000,Matthew Clark
2704785,FCS413-1977057,11/10/2024,11/19/2024,1500,1317,183,183,Harris,Anthony,394-35-4003,4630 Maple Ave,New York,NY,10001,11/05/1958,(391) 651-9675,anthony.harris4785@example.com,HOME 4630 Maple Ave New York NY 10001,,,,,,,,,,,,350,Monthly,2021-05-05,350,163,05/19/2023,Main St Manufacturing,Driver,2391 2nd St,Indianapolis,IN,46201,(814) 868-2245,2 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1500,1218,Mother,150000,Anthony Harris
2704786,FCS186-9898942,02/12/2024,07/06/2016,2000,1288,712,712,Lewis,Susan,133-61-4805,5885 Oak St,Houston,TX,77001,07/01/1958,(646) 267-9168,susan.lewis4786@example.com,HOME 5885 Oak St Houston TX 77001,Williams,Anthony,665-67-7794,7885 Washington St,Jacksonville,FL,32099.0,HOME 7885 Washington St Jacksonville FL 32099,01/04/1964,(548) 498-9149,anthony.williams9572@dummyemail.com,250,Monthly,2021-12-21,250,242,05/23/2025,Main St Manufacturing,Dietary Aide,685 Hillcrest Rd,Nashville,TN,37201,(828) 919-8218,16 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",900,214,Father,50000,Susan Lewis
2704787,FCS487-9214742,12/01/2023,10/27/2022,2000,1281,719,719,Thomas,Jennifer,100-46-1638,8015 Lakeview Dr,Los Angeles,CA,90001,06/10/1997,(297) 683-2898,jennifer.thomas4787@dummyemail.com,HOME 8015 Lakeview Dr Los Angeles CA 90001,,,,,,,,,,,,250,Monthly,2024-05-26,250,179,12/21/2015,St. Francis Sr. Residence (NLE),Customer Service,7447 3rd St,New York,NY,10001,(357) 545-9430,4 years,OWNER NAME LLC,Liberty Bonds Co.,1800,799,Friend,150000,Jennifer Thomas
2704788,FCS710-4755369,04/11/2025,10/18/2017,4500,8,4492,4492,Lee,Joseph,546-72-4375,3115 Ridgeway Dr,Houston,TX,77001,04/20/1950,(766) 206-8514,joseph.lee4788@example.com,HOME 3115 Ridgeway Dr Houston TX 77001,,,,,,,,,,,,350,Monthly,2022-06-17,350,345,05/23/2017,Global Services LLC,Customer Service,3094 Cedar Ln,Jacksonville,FL,32099,(898) 543-9540,7 years,UNITED LEGAL GROUP,ABC Insurance Co.,900,199,Employer,150000,Joseph Lee
2704789,FCS422-8010418,03/13/2024,08/31/2022,9000,279,8721,8721,Sanchez,Margaret,244-86-5880,4537 Forest Ave,Philadelphia,PA,19101,02/12/1988,(224) 454-9898,margaret.sanchez4789@example.com,HOME 4537 Forest Ave Philadelphia PA 19101,,,,,,,,,,,,500,Monthly,2021-08-05,500,282,12/10/2023,United Legal Group,Chef,3154 Sunset Blvd,Charlotte,NC,28201,(270) 659-5967,5 years,OWNER NAME LLC,United Surety,1800,1767,Father,100000,Margaret Sanchez
2704790,FCS979-4617366,10/15/2025,12/27/2012,6000,1530,4470,4470,Wilson,Mark,114-17-8971,6578 Spruce St,Houston,TX,77001,07/18/1991,(351) 462-2897,mark.wilson4790@testmail.com,HOME 6578 Spruce St Houston TX 77001,Thompson,Anthony,849-14-8629,7452 2nd St,Indianapolis,IN,46201.0,HOME 7452 2nd St Indianapolis IN 46201,05/29/1982,(789) 629-2959,anthony.thompson9580@example.com,150,Weekly,2023-10-26,150,26,11/03/2023,St. Francis Sr. Residence (NLE),Electrician,3818 Hillcrest Rd,New York,NY,10001,(307) 909-5073,16 years,OWNER NAME LLC,United Surety,1500,189,Spouse,90000,Mark Wilson
2704791,FCS104-1588497,03/10/2024,06/16/2016,2000,1974,26,26,Martinez,Matthew,566-55-6931,9091 3rd St,Austin,TX,73301,09/18/1998,(262) 811-6663,matthew.martinez4791@dummyemail.com,HOME 9091 3rd St Austin TX 73301,,,,,,,,,,,,350,Monthly,2023-09-06,350,54,11/06/2024,Global Services LLC,Dietary Aide,2951 Pine Ave,Washington,DC,20001,(333) 728-2951,7 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1500,823,Spouse,90000,Matthew Martinez
2704792,FCS886-4801406,09/14/2024,02/06/2013,1000,390,610,610,Jackson,John,288-22-9448,7625 3rd St,San Francisco,CA,94101,05/28/1979,(445) 674-3444,john.jackson4792@testmail.com,HOME 7625 3rd St San Francisco CA 94101,Gonzalez,William,397-95-5341,6709 Ridgeway Dr,Los Angeles,CA,90001.0,HOME 6709 Ridgeway Dr Los Angeles CA 90001,12/04/1983,(237) 391-1249,william.gonzalez9584@dummyemail.com,300,Bi-Weekly,2023-08-19,300,105,10/21/2021,United Legal Group,Dietary Aide,1656 2nd St,San Antonio,TX,78201,(775) 344-8287,0 years,OWNER NAME LLC,Liberty Bonds Co.,500,442,Sibling,75000,John Jackson
2704793,FCS200-3853846,06/24/2025,05/29/2024,1500,922,578,578,Clark,Mark,531-84-9612,5494 Hillcrest Rd,Phoenix,AZ,85001,08/30/1956,(537) 294-2804,mark.clark4793@mail.com,HOME 5494 Hillcrest Rd Phoenix AZ 85001,,,,,,,,,,,,150,Bi-Weekly,2024-04-24,150,97,10/23/2025,St. Francis Sr. Residence (NLE),Driver,7471 Sunset Blvd,Dallas,TX,75201,(566) 202-5470,3 years,OWNER NAME LLC,National Bonding,1800,435,Parent,90000,Mark Clark
2704794,FCS719-1743677,11/05/2024,12/17/2020,2500,1876,624,624,Jones,James,443-34-2190,5016 Washington St,Detroit,MI,48201,08/08/1988,(910) 801-3355,james.jones4794@dummyemail.com,HOME 5016 Washington St Detroit MI 48201,Wilson,Betty,779-71-9782,6904 Lakeview Dr,Los Angeles,CA,90001.0,HOME 6904 Lakeview Dr Los Angeles CA 90001,08/04/1968,(721) 694-2037,betty.wilson9588@example.com,350,Monthly,2021-07-21,350,315,03/19/2018,United Legal Group,Construction Worker,2553 Lakeview Dr,Houston,TX,77001,(721) 652-2254,18 years,UNITED LEGAL GROUP,United Surety,500,248,Mother,150000,James Jones
2704795,FCS608-4573157,07/19/2024,02/16/2019,6000,2069,3931,3931,Smith,Betty,145-33-6002,8182 Pine Ave,Phoenix,AZ,85001,11/09/1990,(772) 684-1012,betty.smith4795@testmail.com,HOME 8182 Pine Ave Phoenix AZ 85001,,,,,,,,,,,,350,Monthly,2024-06-04,350,246,01/26/2019,Global Services LLC,Warehouse Worker,1415 Elm St,Jacksonville,FL,32099,(723) 439-6399,3 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",500,72,Sibling,75000,Betty Smith
2704796,FCS946-5117153,12/21/2024,06/03/2014,2000,1832,168,168,Garcia,Linda,154-54-2726,2565 Ridgeway Dr,San Diego,CA,92101,03/16/1974,(881) 480-6777,linda.garcia4796@mail.com,HOME 2565 Ridgeway Dr San Diego CA 92101,,,,,,,,,,,,200,Monthly,2021-01-10,200,86,03/11/2016,Main St Manufacturing,Security Guard,7758 Lakeview Dr,Boston,MA,2101,(583) 429-8155,17 years,PRIMARY OWNER INC,National Bonding,900,342,Mother,150000,Linda Garcia
2704797,FCS424-4735301,01/01/2025,03/05/2022,1800,1692,108,108,Robinson,Robert,307-19-3966,9637 Forest Ave,Los Angeles,CA,90001,02/24/1961,(796) 494-5326,robert.robinson4797@example.com,HOME 9637 Forest Ave Los Angeles CA 90001,,,,,,,,,,,,200,Bi-Weekly,2023-08-22,200,87,03/12/2017,Main St Manufacturing,Plumber,3219 Cherry Ln,Jacksonville,FL,32099,(840) 807-7607,2 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",900,140,Sibling,90000,Robert Robinson
2704798,FCS637-1356697,05/18/2024,10/21/2014,3000,1589,1411,1411,Lopez,Sandra,249-45-4338,6353 Main St,New York,NY,10001,05/19/1980,(288) 885-3664,sandra.lopez4798@dummyemail.com,HOME 6353 Main St New York NY 10001,White,Barbara,566-61-7521,3519 Court St,Chicago,IL,60601.0,HOME 3519 Court St Chicago IL 60601,09/02/1956,(802) 892-5930,barbara.white9596@mail.com,100,Bi-Weekly,2022-11-02,100,58,01/31/2022,United Legal Group,Dietary Aide,3978 Oak St,Austin,TX,73301,(505) 578-6336,9 years,OWNER NAME LLC,Liberty Bonds Co.,1500,878,Mother,100000,Sandra Lopez
2704799,FCS266-8146517,10/30/2025,07/05/2025,9000,6222,2778,2778,Williams,Matthew,521-99-3933,8406 Birch St,Houston,TX,77001,03/07/1977,(968) 521-9614,matthew.williams4799@example.com,HOME 8406 Birch St Houston TX 77001,Miller,Jennifer,620-99-3394,8412 Spruce St,Columbus,OH,43085.0,HOME 8412 Spruce St Columbus OH 43085,01/21/1967,(617) 855-4863,jennifer.miller9598@example.com,300,Bi-Weekly,2024-02-23,300,204,12/14/2017,Acme Corp,Electrician,6774 Lakeview Dr,San Antonio,TX,78201,(902) 803-2871,6 years,UNITED LEGAL GROUP 3RD PARTY COLL,National Bonding,1800,162,Sibling,90000,Matthew Williams
2704800,FCS373-7133807,11/09/2024,06/10/2019,3000,1092,1908,1908,Sanchez,Mary,805-35-9754,1885 Spruce St,Jacksonville,FL,32099,06/13/1967,(210) 238-4871,mary.sanchez4800@mail.com,HOME 1885 Spruce St Jacksonville FL 32099,,,,,,,,,,,,400,Bi-Weekly,2022-04-26,400,293,12/22/2017,St. Francis Sr. Residence (NLE),Software Engineer,6800 Lakeview Dr,Houston,TX,77001,(355) 405-8576,9 years,PRIMARY OWNER INC,ABC Insurance Co.,1500,160,Mother,50000,Mary Sanchez
2704801,FCS827-3441671,02/14/2024,08/31/2022,2500,1370,1130,1130,Davis,James,505-24-1534,9282 Elm St,El Paso,TX,79901,11/10/1971,(501) 248-5620,james.davis4801@example.com,HOME 9282 Elm St El Paso TX 79901,,,,,,,,,,,,250,Weekly,2023-03-25,250,27,07/17/2018,Global Services LLC,Administrative Assistant,5430 Walnut St,Indianapolis,IN,46201,(599) 672-5019,13 years,PRIMARY OWNER INC,United Surety,1500,987,Parent,75000,James Davis
2704802,FCS175-4737046,06/06/2025,04/26/2024,9000,3255,5745,5745,Garcia,James,724-88-5472,3489 3rd St,San Antonio,TX,78201,10/26/1967,(524) 857-4875,james.garcia4802@emailtest.org,HOME 3489 3rd St San Antonio TX 78201,,,,,,,,,,,,200,Weekly,2024-04-12,200,121,04/06/2024,Global Services LLC,Customer Service,771 Court St,San Diego,CA,92101,(778) 699-9754,1 years,UNITED LEGAL GROUP,United Surety,1200,674,Father,90000,James Garcia
2704803,FCS673-2049390,08/16/2025,08/22/2020,4500,934,3566,3566,White,Sarah,850-93-4972,5547 Oak St,Fort Worth,TX,76101,10/04/1962,(553) 760-2745,sarah.white4803@dummyemail.com,HOME 5547 Oak St Fort Worth TX 76101,,,,,,,,,,,,500,Weekly,2025-04-28,500,85,06/18/2024,Main St Manufacturing,Security Guard,7332 4th St,Washington,DC,20001,(506) 350-5690,8 years,UNITED LEGAL GROUP 3RD PARTY COLL,"Financial Casualty & Surety, Inc.",1200,644,Sibling,50000,Sarah White
2704804,FCS704-2533623,10/24/2025,05/02/2014,1000,617,383,383,Davis,Jennifer,331-34-2653,942 4th St,Austin,TX,73301,06/11/1986,(373) 933-6419,jennifer.davis4804@emailtest.org,HOME 942 4th St Austin TX 73301,Garcia,Jennifer,467-78-9090,8567 4th St,Denver,CO,80014.0,HOME 8567 4th St Denver CO 80014,01/27/1961,(441) 978-4897,jennifer.garcia9608@mail.com,100,Weekly,2024-02-13,100,44,12/07/2022,St. Francis Sr. Residence (NLE),Administrative Assistant,1024 3rd St,Oklahoma City,OK,73101,(473) 649-7324,9 years,UNITED LEGAL GROUP,United Surety,1800,1309,Sibling,75000,Jennifer Davis
2704805,FCS624-7310059,07/20/2025,02/28/2023,6000,5550,450,450,Martin,Charles,752-31-9324,397 Birch St,Oklahoma City,OK,73101,10/16/1966,(454) 761-5330,charles.martin4805@mail.com,HOME 397 Birch St Oklahoma City OK 73101,,,,,,,,,,,,350,Weekly,2024-01-26,350,101,04/26/2020,United Legal Group,Nurse,9168 Court St,Phoenix,AZ,85001,(409) 987-8695,13 years,OWNER NAME LLC,United Surety,900,138,Parent,50000,Charles Martin
2704806,FCS923-4796811,11/05/2024,09/11/2020,4500,760,3740,3740,Gonzalez,Karen,530-51-5499,7983 Cedar Ln,Los Angeles,CA,90001,10/28/1953,(909) 852-1478,karen.gonzalez4806@dummyemail.com,HOME 7983 Cedar Ln Los Angeles CA 90001,Perez,Nancy,540-26-1147,9016 Spruce St,Chicago,IL,60601.0,HOME 9016 Spruce St Chicago IL 60601,06/01/1986,(346) 253-7701,nancy.perez9612@emailtest.org,300,Bi-Weekly,2023-04-04,300,51,02/21/2016,United Legal Group,Dietary Aide,6181 Forest Ave,Phoenix,AZ,85001,(465) 243-9077,11 years,OWNER NAME LLC,ABC Insurance Co.,1200,323,Sibling,100000,Karen Gonzalez
2704807,FCS238-8891150,06/08/2025,10/13/2012,2500,16,2484,2484,Miller,Richard,250-41-8989,5418 Washington St,Oklahoma City,OK,73101,09/14/1997,(742) 378-8110,richard.miller4807@emailtest.org,HOME 5418 Washington St Oklahoma City OK 73101,Miller,Thomas,248-92-8239,5914 4th St,San Diego,CA,92101.0,HOME 5914 4th St San Diego CA 92101,02/12/1989,(575) 881-3736,thomas.miller9614@example.com,250,Bi-Weekly,2021-10-29,250,53,12/06/2016,St. Francis Sr. Residence (NLE),Warehouse Worker,3032 Ridgeway Dr,Charlotte,NC,28201,(511) 693-1406,1 years,OWNER NAME LLC,"Financial Casualty & Surety, Inc.",1800,1064,Father,90000,Richard Miller
2704808,FCS675-1870944,09/28/2024,08/26/2025,2000,620,1380,1380,Anderson,Lisa,143-33-3535,4593 Hillcrest Rd,San Francisco,CA,94101,12/04/1994,(877) 409-7790,lisa.anderson4808@mail.com,HOME 4593 Hillcrest Rd San Francisco CA 94101,Taylor,Jennifer,441-97-1731,674 Elm St,Austin,TX,73301.0,HOME 674 Elm St Austin TX 73301,12/26/1958,(450) 271-4108,jennifer.taylor9616@mail.com,150,Bi-Weekly,2021-06-07,150,12,07/08/2023,Main St Manufacturing,Administrative Assistant,7742 Cedar Ln,Los Angeles,CA,90001,(512) 993-3033,20 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",1200,47,Father,90000,Lisa Anderson
2704809,FCS250-8608140,08/12/2025,11/07/2023,3000,1641,1359,1359,Martin,Nancy,809-74-9718,2530 Ridgeway Dr,Charlotte,NC,28201,12/06/1981,(862) 364-3237,nancy.martin4809@mail.com,HOME 2530 Ridgeway Dr Charlotte NC 28201,,,,,,,,,,,,350,Weekly,2025-06-20,350,197,04/26/2024,Main St Manufacturing,Plumber,4128 Spruce St,Dallas,TX,75201,(455) 405-4655,0 years,UNITED LEGAL GROUP,ABC Insurance Co.,1500,1323,Sibling,150000,Nancy Martin
2704810,FCS230-3963409,04/13/2025,06/28/2019,3000,2042,958,958,Jackson,Patricia,483-85-3123,660 Main St,San Francisco,CA,94101,06/08/1991,(999) 286-8604,patricia.jackson4810@dummyemail.com,HOME 660 Main St San Francisco CA 94101,Smith,Jennifer,139-13-4664,9131 2nd St,Fort Worth,TX,76101.0,HOME 9131 2nd St Fort Worth TX 76101,03/21/1980,(547) 793-5299,jennifer.smith9620@example.com,250,Monthly,2021-09-02,250,26,01/25/2018,St. Francis Sr. Residence (NLE),Electrician,1583 Elm St,Houston,TX,77001,(927) 906-4456,15 years,OWNER NAME LLC,United Surety,1200,567,Father,75000,Patricia Jackson
2704811,FCS740-6354732,03/07/2024,06/23/2023,1500,424,1076,1076,Rodriguez,William,182-17-8922,6466 2nd St,Phoenix,AZ,85001,11/25/1987,(895) 554-7438,william.rodriguez4811@dummyemail.com,HOME 6466 2nd St Phoenix AZ 85001,White,Michael,265-16-6638,1779 Cedar Ln,Washington,DC,20001.0,HOME 1779 Cedar Ln Washington DC 20001,12/19/1951,(812) 662-5518,michael.white9622@mail.com,200,Weekly,2025-05-11,200,160,11/25/2018,St. Francis Sr. Residence (NLE),Waiter,5954 4th St,New York,NY,10001,(547) 802-7292,0 years,UNITED LEGAL GROUP 3RD PARTY COLL,ABC Insurance Co.,1500,76,Sister,75000,William Rodriguez
2704812,FCS410-9026112,05/30/2025,06/19/2025,1500,85,1415,1415,Lopez,Robert,606-76-9677,4433 Elm St,San Antonio,TX,78201,07/16/1996,(210) 755-3975,robert.lopez4812@testmail.com,HOME 4433 Elm St San Antonio TX 78201,,,,,,,,,,,,350,Bi-Weekly,2021-09-16,350,246,09/04/2020,Main St Manufacturing,Waiter,744 Court St,Phoenix,AZ,85001,(653) 400-5115,5 years,OWNER NAME LLC,National Bonding,1800,644,Employer,100000,Robert Lopez
2704813,FCS115-5462208,06/29/2025,05/20/2024,2500,567,1933,1933,Lopez,Patricia,758-20-3530,3554 2nd St,Seattle,WA,98101,04/30/1950,(828) 870-7271,patricia.lopez4813@example.com,HOME 3554 2nd St Seattle WA 98101,,,,,,,,,,,,200,Monthly,2021-10-18,200,190,05/23/2023,St. Francis Sr. Residence (NLE),Receptionist,4559 Oak St,Boston,MA,2101,(663) 930-1177,2 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",500,434,Parent,50000,Patricia Lopez
2704814,FCS846-5926730,04/16/2024,12/27/2014,9000,6797,2203,2203,Jones,Patricia,822-97-5616,2766 Cherry Ln,Washington,DC,20001,12/20/1952,(586) 946-8013,patricia.jones4814@example.com,HOME 2766 Cherry Ln Washington DC 20001,Perez,Matthew,314-65-1299,8052 Hillcrest Rd,Oklahoma City,OK,73101.0,HOME 8052 Hillcrest Rd Oklahoma City OK 73101,12/28/1946,(944) 615-2865,matthew.perez9628@emailtest.org,300,Monthly,2023-08-27,300,245,02/13/2022,Acme Corp,Customer Service,6434 Cherry Ln,Oklahoma City,OK,73101,(299) 906-5806,10 years,UNITED LEGAL GROUP 3RD PARTY COLL,Liberty Bonds Co.,1500,432,Parent,50000,Patricia Jones
2704815,FCS450-5463613,08/04/2025,12/28/2014,1500,653,847,847,Clark,David,833-58-4048,5039 Cedar Ln,Fort Worth,TX,76101,11/03/1993,(864) 508-7216,david.clark4815@dummyemail.com,HOME 5039 Cedar Ln Fort Worth TX 76101,,,,,,,,,,,,150,Bi-Weekly,2020-11-29,150,55,03/12/2017,St. Francis Sr. Residence (NLE),Accountant,8197 2nd St,Indianapolis,IN,46201,(960) 443-5926,8 years,PRIMARY OWNER INC,National Bonding,500,283,Co-signer,75000,David Clark
2704816,FCS655-6999214,02/09/2024,10/05/2020,1500,1180,320,320,Jones,Barbara,502-40-4388,8504 Hillcrest Rd,Dallas,TX,75201,03/19/1964,(764) 648-7761,barbara.jones4816@example.com,HOME 8504 Hillcrest Rd Dallas TX 75201,,,,,,,,,,,,400,Monthly,2022-09-03,400,29,10/31/2016,Main St Manufacturing,Software Engineer,1702 Forest Ave,Nashville,TN,37201,(303) 543-3910,7 years,PRIMARY OWNER INC,"Financial Casualty & Surety, Inc.",1500,43,Father,150000,Barbara Jones
2704817,FCS894-8760951,12/27/2023,11/20/2016,6000,5497,503,503,Jackson,Linda,175-30-6385,132 Washington St,San Jose,CA,95101,12/04/1966,(758) 769-3514,linda.jackson4817@example.com,HOME 132 Washington St San Jose CA 95101,,,,,,,,,,,,100,Bi-Weekly,2022-11-29,100,5,10/10/2019,St. Francis Sr. Residence (NLE),Mechanic,3260 Washington St,Fort Worth,TX,76101,(432) 521-6946,1 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1500,160,Employer,50000,Linda Jackson
2704818,FCS129-6572048,12/13/2024,07/31/2017,12000,4867,7133,7133,Hernandez,Matthew,226-96-7623,480 Washington St,Charlotte,NC,28201,07/04/1994,(955) 333-3336,matthew.hernandez4818@emailtest.org,HOME 480 Washington St Charlotte NC 28201,,,,,,,,,,,,400,Weekly,2021-12-09,400,46,10/02/2022,Global Services LLC,Retail Clerk,4577 Ridgeway Dr,Houston,TX,77001,(828) 305-9909,11 years,UNITED LEGAL GROUP 3RD PARTY COLL,United Surety,1800,1593,Sister,75000,Matthew Hernandez
2704819,FCS120-1834340,03/31/2025,03/23/2012,4500,1140,3360,3360,Lee,William,717-45-3815,5132 Elm St,Chicago,IL,60601,06/15/1995,(683) 937-4592,william.lee4819@mail.com,HOME 5132 Elm St Chicago IL 60601,Thompson,Barbara,689-11-9938,9202 Sunset Blvd,Fort Worth,TX,76101.0,HOME 9202 Sunset Blvd Fort Worth TX 76101,09/12/1959,(642) 483-6358,barbara.thompson9638@testmail.com,500,Weekly,2023-01-07,500,376,06/26/2017,Main St Manufacturing,Chef,6102 Pine Ave,Denver,CO,80014,(684) 637-3109,0 years,PRIMARY OWNER INC,Liberty Bonds Co.,1500,363,Sibling,50000,William Lee
2704820,FCS984-1328635,02/16/2025,08/07/2014,1800,1578,222,222,Miller,John,645-32-3462,5588 Ridgeway Dr,Washington,DC,20001,09/21/1951,(642) 902-1788,john.miller4820@dummyemail.com,HOME 5588 Ridgeway Dr Washington DC 20001,Ramirez,James,360-57-5328,9498 Hillcrest Rd,Denver,CO,80014.0,HOME 9498 Hillcrest Rd Denver CO 80014,12/31/1985,(642) 316-2447,james.ramirez9640@emailtest.org,300,Bi-Weekly,2023-06-10,300,13,06/09/2016,United Legal Group,Waiter,9045 3rd St,Oklahoma City,OK,73101,(805) 638-7046,4 years,OWNER NAME LLC,National Bonding,1800,351,Parent,100000,John Miller
2704821,FCS940-3874296,06/07/2024,03/23/2017,4500,1416,3084,3084,Jackson,Elizabeth,451-61-9979,7304 Forest Ave,Fort Worth,TX,76101,05/22/1987,(351) 393-3306,elizabeth.jackson4821@example.com,HOME 7304 Forest Ave Fort Worth TX 76101,,,,,,,,,,,,500,Monthly,2021-09-08,500,230,04/30/2017,United Legal Group,Sales Associate,3311 Court St,Boston,MA,2101,(657) 600-3901,13 years,UNITED LEGAL GROUP,"Financial Casualty & Surety, Inc.",500,395,Spouse,75000,Elizabeth Jackson
