DefendantID,CustomersFirstName,CustomersLastName,CustomersState,AccountBalance
2706150,Thomas,Lopez,TX,1480
2706151,Mark,Anderson,TX,618
2706152,Charles,Sanchez,TX,1620
2706153,Mark,Lee,TX,1149
2706169,Linda,Martin,TX,1017
2706175,Linda,Perez,TX,849
2706176,Lisa,Sanchez,TX,867
2706177,Karen,Martin,TX,3893
2706181,Elizabeth,Martinez,TX,1466
2706182,Matthew,Sanchez,TX,702
2706196,Patricia,Lopez,TX,609
2706197,Barbara,Williams,TX,4684
2706199,Betty,Smith,TX,1556
2706205,Anthony,Anderson,TX,1571
2706207,Mary,Wilson,TX,5101
2706212,Thomas,Wilson,TX,8138
2706221,David,Hernandez,TX,3406
2706228,Thomas,Lopez,TX,3787
2706265,Mark,Johnson,TX,1555
2706271,John,Johnson,TX,1008
2706289,William,Perez,TX,997
2706299,Barbara,Martinez,TX,2023
2706302,John,Wilson,TX,2964
2706305,Barbara,Moore,TX,1042
2706317,Sandra,Lee,TX,283
2706320,Linda,Hernandez,TX,1551
2706323,Thomas,Ramirez,TX,252
2706326,Jennifer,Robinson,TX,312
2706329,Susan,Johnson,TX,1651
2706330,Matthew,White,TX,6895
2706347,Matthew,Moore,TX,1029
2706349,William,Moore,TX,1322
2706351,Mark,Gonzalez,TX,516
2706358,Robert,Jones,TX,8122
2706359,Joseph,Jackson,TX,1159
2706373,Daniel,Martinez,TX,1953
2706381,Thomas,Miller,TX,442
2706382,Sandra,Clark,TX,1885
2706384,Christopher,Thompson,TX,2268
2706386,Thomas,White,TX,69
2706390,Lisa,Smith,TX,4105
2706392,Susan,Hernandez,TX,1376
2706398,Mark,Lopez,TX,1414
2706400,Anthony,Davis,TX,3245
2706404,John,Miller,TX,896
2706405,Linda,Thomas,TX,10
2706416,Mary,Miller,TX,2285
2706419,Mary,Wilson,TX,8159
2706423,Mark,Smith,TX,2269
2706424,Mark,Jones,TX,1070
2706436,Nancy,Miller,TX,676
2706442,Barbara,Taylor,TX,3463
2706446,David,Miller,TX,3856
2706452,Barbara,Miller,TX,2924
2706468,Christopher,Hernandez,TX,7242
2706474,James,Lewis,TX,1383
2706478,Patricia,Clark,TX,1957
2706479,Jennifer,Miller,TX,211
2706488,Richard,Robinson,TX,654
2706490,Jessica,Sanchez,TX,2091
2706496,Lisa,Gonzalez,TX,367
2706499,Michael,White,TX,8228
2706509,Patricia,White,TX,3635
2706513,Karen,Taylor,TX,824
2706518,Barbara,Thomas,TX,876
2706520,Mary,Lopez,TX,888
2706523,Mark,Lee,TX,1628
2706531,Lisa,Williams,TX,2606
2706532,Matthew,Anderson,TX,429
2706533,Jessica,Martinez,TX,1406
2706536,Nancy,Martin,TX,7442
2706541,Sarah,Moore,TX,1526
2706547,Jennifer,Robinson,TX,1301
2706549,William,Wilson,TX,2160
2706551,Mary,Brown,TX,288
2706552,Lisa,Harris,TX,5375
2706557,Anthony,Miller,TX,2103
2706559,Barbara,Rodriguez,TX,7937
2706575,Linda,Moore,TX,2632
2706580,Margaret,Johnson,TX,183
2706582,Robert,Rodriguez,TX,2748
2706587,Lisa,Ramirez,TX,1225
2706592,Robert,Miller,TX,532
2706597,Karen,Thompson,TX,433
2706600,John,Johnson,TX,820
2706604,Richard,Moore,TX,329
2706606,Anthony,Harris,TX,930
2706607,Linda,Johnson,TX,901
2706610,Patricia,Lewis,TX,831
2706619,Mary,Martinez,TX,774
2706621,Susan,Ramirez,TX,3219
2706622,Matthew,Hernandez,TX,800
2706625,Charles,Thomas,TX,78
2706629,Susan,Sanchez,TX,2208
2706630,Matthew,Thompson,TX,131
2706632,Jennifer,Anderson,TX,1722
2706633,Nancy,Wilson,TX,2308
2706634,Daniel,Smith,TX,1859
2706639,Anthony,Johnson,TX,66
2706645,William,Martinez,TX,652
2706656,Sarah,Ramirez,TX,653
2706660,Robert,Moore,TX,1434
2706664,Betty,Jones,TX,7719
2706665,Michael,Johnson,TX,135
2706666,Joseph,Perez,TX,828
2706667,Jennifer,Anderson,TX,478
2706670,Anthony,Martin,TX,5075
2706679,Michael,Hernandez,TX,152
2706682,Mark,Rodriguez,TX,3426
2706683,Richard,Jackson,TX,7414
2706690,Matthew,Harris,TX,1968
2706693,Joseph,Perez,TX,93
2706694,Betty,Moore,TX,193
2706697,Lisa,Thompson,TX,4457
2706700,Karen,Ramirez,TX,2630
2706701,Betty,Brown,TX,1625
2706703,Michael,Miller,TX,4608
2706706,Jennifer,Robinson,TX,613
2706707,Mary,Martinez,TX,1761
2706710,Sandra,Robinson,TX,372
2706711,Nancy,Lee,TX,729
2706725,Anthony,Wilson,TX,319
2706727,James,Smith,TX,480
2706729,Robert,Gonzalez,TX,3968
2706737,Charles,Clark,TX,7244
2706738,Thomas,Martin,TX,315
2706743,Mary,Robinson,TX,427
2706744,Margaret,Perez,TX,1154
2706748,John,Smith,TX,4390
2706749,Margaret,Johnson,TX,8622
2706750,Betty,Lopez,TX,7508
2706753,Richard,Jones,TX,2793
2706762,Daniel,Moore,TX,5636
2706764,Sandra,Robinson,TX,2071
2706766,Michael,Robinson,TX,275
2706767,Patricia,Hernandez,TX,8329
2706770,Mark,Thomas,TX,1210
2706771,Barbara,Smith,TX,1665
2706775,Charles,Martinez,TX,3734
2706777,Nancy,Anderson,TX,1864
2706780,Mark,Miller,TX,213
2706786,William,Clark,TX,3807
2706794,Jessica,Martinez,TX,2436
2706798,Lisa,Lopez,TX,2306
2706800,Nancy,Davis,TX,381
2706809,Joseph,Moore,TX,2488
2706812,Daniel,Harris,TX,2024
2706814,Daniel,Thomas,TX,666
2706818,Matthew,Johnson,TX,481
2706837,David,Sanchez,TX,5035
2706842,Matthew,Williams,TX,1565
2706845,Charles,White,TX,1190
2706849,Thomas,Brown,TX,3962
2706854,William,Gonzalez,TX,7330
2706858,David,Perez,TX,1833
2706860,Elizabeth,Hernandez,TX,811
2706865,Christopher,Harris,TX,3720
2706870,John,Moore,TX,822
2706878,John,Hernandez,TX,568
2706879,Margaret,Williams,TX,1687
2706884,Charles,Thomas,TX,1637
2706889,John,Garcia,TX,1577
2706901,Robert,Martin,TX,642
2706903,Thomas,Ramirez,TX,2592
2706906,David,Gonzalez,TX,1203
2706913,Robert,Perez,TX,318
2706919,Joseph,Lee,TX,1838
2706920,Michael,Lewis,TX,438
2706928,William,Hernandez,TX,1056
2706939,Jessica,Perez,TX,995
2706940,Michael,Moore,TX,645
2706943,Sarah,Moore,TX,153
2706946,Joseph,Gonzalez,TX,45
2706957,James,White,TX,6195
2706968,Joseph,Gonzalez,TX,3178
2706972,Margaret,Smith,TX,2733
2706973,Joseph,Moore,TX,2067
2706976,Jennifer,Garcia,TX,3923
2706977,Jennifer,Hernandez,TX,665
2706978,Thomas,Jackson,TX,2645
2706981,Charles,Sanchez,TX,574
2706988,Linda,Clark,TX,541
2706990,David,Miller,TX,1687
2706993,Robert,Harris,TX,688
2706997,Anthony,Gonzalez,TX,992
2707003,Elizabeth,Moore,TX,535
2707005,Robert,Anderson,TX,1260
2707006,Christopher,Hernandez,TX,7373
2707011,Lisa,Perez,TX,857
2707018,Thomas,Ramirez,TX,10958
2707020,Michael,Lee,TX,165
2707021,Sandra,Robinson,TX,655
2707034,Joseph,Ramirez,TX,699
2707035,Mark,Davis,TX,319
2707037,Anthony,Robinson,TX,1663
2707039,Lisa,Ramirez,TX,2075
2707040,Joseph,Davis,TX,5606
2707041,Susan,Moore,TX,1484
2707044,Margaret,Hernandez,TX,403
2707046,Linda,Williams,TX,132
2707050,Lisa,Williams,TX,443
2707052,Charles,Miller,TX,900
2707057,James,Hernandez,TX,836
2707060,Joseph,Smith,TX,936
2707061,Jessica,Williams,TX,39
2707063,Robert,Smith,TX,1611
2707066,James,Smith,TX,129
2707068,Nancy,White,TX,3235
2707077,Michael,Perez,TX,3773
2707081,Margaret,Johnson,TX,7243
2707082,Mark,Lopez,TX,1289
2707084,James,Miller,TX,688
2707088,James,Johnson,TX,1877
2707093,Michael,Brown,TX,4741
2707104,John,Martin,TX,215
2707109,Mary,Williams,TX,4126
2707112,Robert,Davis,TX,90
2707114,Barbara,Thomas,TX,1426
2707115,Karen,Williams,TX,1226
2707119,Matthew,Thomas,TX,2827
2707121,Mark,Rodriguez,TX,2617
2707123,Daniel,Hernandez,TX,326
2707129,Sandra,Martinez,TX,2532
2707133,Nancy,Rodriguez,TX,55
2707134,Thomas,Brown,TX,1096
2707138,Daniel,Ramirez,TX,5551
2707156,Lisa,Jones,TX,2381
2707157,Michael,Moore,TX,190
2707168,David,Lee,TX,80
2707172,Thomas,Harris,TX,1860
2707178,Karen,Thomas,TX,349
2707181,Robert,Anderson,TX,1386
2707182,Barbara,Williams,TX,817
2707193,Mark,Sanchez,TX,1940
2707195,Christopher,Robinson,TX,515
2707197,Elizabeth,Wilson,TX,1804
2707202,Sandra,Hernandez,TX,1334
2707203,Jennifer,Lopez,TX,2209
2707204,Mary,Lee,TX,312
2707208,Matthew,Rodriguez,TX,1520
2707209,Margaret,Miller,TX,547
2707214,Mary,Martin,TX,1912
2707216,Margaret,Brown,TX,379
2707218,James,Davis,TX,1293
2707224,James,Jones,TX,442
2707230,Daniel,Thompson,TX,86
2707231,Joseph,Ramirez,TX,1832
2707234,David,Anderson,TX,954
2707235,Lisa,Davis,TX,129
2707238,Barbara,Johnson,TX,2502
2707240,Susan,Martin,TX,267
2707247,Mary,Johnson,TX,718
2707248,Matthew,Anderson,TX,5
2707250,Linda,Lee,TX,1772
2707260,Nancy,Brown,TX,369
2707262,Mary,Perez,TX,1264
2707264,Jennifer,Jones,TX,986
2707266,Sandra,Clark,TX,605
2707277,Anthony,Thomas,TX,1460
2707279,William,White,TX,143
2707281,Margaret,Lee,TX,2726
2707286,Betty,Ramirez,TX,957
2707290,Thomas,Taylor,TX,1591
2707292,Richard,Moore,TX,900
2707293,Karen,Moore,TX,852
2707294,James,Davis,TX,2525
2707295,Jessica,Smith,TX,132
2707301,Margaret,Davis,TX,1254
2707310,James,Gonzalez,TX,471
2707311,Sarah,Miller,TX,542
2707324,Sandra,Perez,TX,8479
2707333,Nancy,Wilson,TX,427
2707334,Richard,White,TX,2904
2707339,Linda,Anderson,TX,2486
2707351,Linda,Lopez,TX,1465
2707354,Charles,Rodriguez,TX,1123
2707365,Elizabeth,Harris,TX,1430
2707366,Elizabeth,Robinson,TX,946
2707372,Christopher,Davis,TX,855
2707383,Elizabeth,Lopez,TX,1693
2707385,Jennifer,Harris,TX,1255
2707386,Nancy,Johnson,TX,2265
2707387,Michael,Sanchez,TX,445
2707395,Mary,Perez,TX,949
2707396,Jessica,Harris,TX,1959
2707403,Linda,Garcia,TX,3981
2707408,Sandra,Ramirez,TX,662
2707423,Elizabeth,Miller,TX,11388
2707424,Jennifer,Jackson,TX,2032
2707426,Sarah,Garcia,TX,178
2707432,John,Robinson,TX,2076
2707433,Elizabeth,Jackson,TX,648
2707440,Anthony,Sanchez,TX,1849
2707443,John,Perez,TX,11713
2707447,Robert,Smith,TX,2924
2707448,Patricia,Wilson,TX,1498
2707450,Sandra,Smith,TX,175
2707451,Michael,Thompson,TX,4919
2707458,Nancy,Miller,TX,1466
2707461,Thomas,Johnson,TX,8145
2707463,Jennifer,Perez,TX,1300
2707474,Elizabeth,Ramirez,TX,1819
2707478,Patricia,Jackson,TX,287
2707490,David,Lee,TX,1363
2707493,Joseph,Johnson,TX,318
2707494,Sarah,Thompson,TX,1464
2707497,David,Wilson,TX,11881
2707498,Christopher,Sanchez,TX,4778
2707503,Christopher,White,TX,8053
2707508,Christopher,Lee,TX,1110
2707509,Lisa,Harris,TX,1829
2707512,Charles,Sanchez,TX,155
2707515,Sarah,Taylor,TX,3082
2707518,Sarah,Martinez,TX,2184
2707519,Richard,Brown,TX,3588
2707520,Betty,Jackson,TX,1316
2707530,Nancy,Lewis,TX,2823
2707532,John,Martinez,TX,3394
2707545,Anthony,Rodriguez,TX,1962
2707547,Thomas,Johnson,TX,754
2707555,Lisa,Thompson,TX,1705
2707557,Sandra,Davis,TX,778
2707560,Matthew,Jackson,TX,351
2707561,Charles,Perez,TX,1174
2707570,Michael,Gonzalez,TX,3058
2707575,Anthony,Wilson,TX,1550
2707576,Karen,Brown,TX,1074
2707578,John,Rodriguez,TX,1774
2707580,Jennifer,Jones,TX,1056
2707591,Sarah,Sanchez,TX,1124
2707594,Margaret,Perez,TX,863
2707596,Sandra,Jones,TX,1822
2707597,Mark,Anderson,TX,3016
2707602,Thomas,Harris,TX,133
2707603,Michael,Sanchez,TX,3504
2707608,Sarah,Brown,TX,4678
2707623,Richard,Perez,TX,126
2707626,Richard,Brown,TX,962
2707632,Robert,Robinson,TX,2538
2707633,David,Lee,TX,1008
2707634,Lisa,Moore,TX,6738
2707635,John,Gonzalez,TX,550
2707637,Sarah,Ramirez,TX,435
2707639,Jessica,Martin,TX,3609
2707641,Jennifer,Davis,TX,5565
2707652,James,Taylor,TX,256
2707655,Matthew,Lee,TX,7465
2707657,Christopher,Gonzalez,TX,1487
2707659,Karen,Thomas,TX,3088
2707661,Mark,Hernandez,TX,2520
2707689,Robert,Jones,TX,5411
2707690,Jennifer,White,TX,758
2707692,Mark,Wilson,TX,1321
2707695,Charles,Robinson,TX,6670
2707696,Charles,Rodriguez,TX,1633
2707697,Matthew,Jones,TX,3227
2707700,Michael,Wilson,TX,927
2707704,Karen,Smith,TX,1468
2707708,Betty,Jones,TX,359
2707712,Sandra,Clark,TX,203
2707713,David,Martin,TX,898
2707720,Mark,Taylor,TX,4245
2707727,Betty,Hernandez,TX,1496
2707728,Betty,Garcia,TX,53
2707731,James,Taylor,TX,870
2707733,Jennifer,Davis,TX,2390
2707735,Lisa,Robinson,TX,775
2707749,Robert,Anderson,TX,5774
2707752,Richard,Miller,TX,2371
2707753,Matthew,Lewis,TX,1724
2707755,David,Anderson,TX,403
2707757,William,Hernandez,TX,436
2707758,Mary,Robinson,TX,1731
2707759,Thomas,Harris,TX,4111
2707761,Jennifer,Jackson,TX,861
2707765,Mary,Thomas,TX,601
2707767,Michael,White,TX,39
2707769,William,Clark,TX,1041
2707775,David,Gonzalez,TX,2336
2707778,Anthony,Ramirez,TX,3245
2707779,Lisa,Taylor,TX,1518
2707783,Charles,Gonzalez,TX,356
2707790,Nancy,Lopez,TX,1281
2707795,Joseph,Williams,TX,1955
2707797,Joseph,Davis,TX,1244
2707800,Elizabeth,Lee,TX,504
2707803,Richard,Davis,TX,381
2707808,Margaret,Jones,TX,2240
2707811,Daniel,Robinson,TX,5898
2707812,Charles,Lee,TX,265
2707814,Joseph,Moore,TX,475
2707819,Patricia,Thomas,TX,113
2707825,Jessica,Thomas,TX,758
2707828,Barbara,Hernandez,TX,7037
2707840,Michael,Thomas,TX,328
2707841,Mark,Garcia,TX,695
2707847,Daniel,Taylor,TX,3479
2707851,Patricia,Martinez,TX,2024
2707852,Charles,Brown,TX,3072
2707853,Patricia,Garcia,TX,175
2707855,Matthew,White,TX,1108
2707859,Daniel,Brown,TX,4097
2707863,Joseph,Robinson,TX,335
2707866,Matthew,Ramirez,TX,34
2707869,Barbara,Brown,TX,868
2707874,Richard,Lee,TX,2131
2707879,Karen,Rodriguez,TX,122
2707880,Daniel,Lee,TX,1264
2707885,Jennifer,Lopez,TX,598
2707888,Richard,Miller,TX,607
2707894,Mary,Miller,TX,633
2707896,Karen,Jones,TX,1426
2707904,Michael,Lewis,TX,5710
2707905,Susan,Lopez,TX,778
2707911,Daniel,Moore,TX,3940
2707912,Barbara,Gonzalez,TX,1154
2707914,Betty,Clark,TX,7950
2707916,Jennifer,Martin,TX,1468
2707919,Karen,Perez,TX,1611
2707931,Linda,Brown,TX,1382
2707936,Michael,Lopez,TX,672
2707941,Elizabeth,Anderson,TX,7111
2707942,James,Jackson,TX,8634
2707943,Daniel,Anderson,TX,613
2707949,Thomas,Lewis,TX,1390
2707950,Lisa,Miller,TX,1387
2707951,William,Lopez,TX,384
2707953,Mark,Harris,TX,1693
2707956,Charles,Martinez,TX,707
2707958,Thomas,Sanchez,TX,6875
2707959,John,Lewis,TX,5098
2707964,Sarah,White,TX,3244
2707965,Jennifer,Thomas,TX,4429
2707968,William,Johnson,TX,2523
2707969,Joseph,Jackson,TX,1239
2707971,Christopher,Brown,TX,69
2707975,Mary,Gonzalez,TX,641
2707979,Betty,White,TX,593
2707981,Sandra,Thomas,TX,2161
2707992,John,Lopez,TX,143
2707993,Matthew,Lee,TX,1073
2707999,Barbara,Lee,TX,409
2708000,Thomas,Robinson,TX,2626
2708006,Jessica,Jackson,TX,2283
2708010,Charles,Garcia,TX,1223
2708012,Thomas,Thomas,TX,907
2708014,Joseph,Smith,TX,967
2708019,Betty,Lee,TX,1084
2708025,Margaret,Jackson,TX,1749
2708027,Daniel,Sanchez,TX,3135
2708033,Jennifer,Lewis,TX,495
2708038,Christopher,Williams,TX,7003
2708039,Betty,Williams,TX,7098
2708040,James,Lewis,TX,2153
2708047,Charles,Martin,TX,964
2708049,Robert,Jones,TX,806
2708053,Michael,Lee,TX,2196
2708054,Anthony,Johnson,TX,3997
2708061,Jennifer,Davis,TX,11383
2708063,Joseph,Martinez,TX,506
2708069,Mary,Davis,TX,612
2708073,Betty,Martinez,TX,2479
2708078,Matthew,Perez,TX,4782
2708080,Mary,Lopez,TX,56
2708089,Daniel,Thomas,TX,1136
2708092,Elizabeth,Moore,TX,960
2708093,Christopher,Johnson,TX,2016
2708095,Nancy,Taylor,TX,1951
2708096,Richard,Miller,TX,889
2708097,Lisa,Moore,TX,973
2708101,Jennifer,Jones,TX,444
2708102,David,Martin,TX,2254
2708105,Matthew,Moore,TX,3243
2708108,Patricia,Anderson,TX,4116
2708115,Michael,Lopez,TX,771
2708117,Mark,Gonzalez,TX,4383
2708119,Barbara,Garcia,TX,1225
2708125,John,Johnson,TX,1298
2708131,Nancy,Lopez,TX,378
2708136,Christopher,Perez,TX,11932
2708137,Joseph,Lee,TX,5921
2708139,Betty,Wilson,TX,1359
2708140,Joseph,Jones,TX,695
2708155,Jennifer,Gonzalez,TX,1700
2708159,William,Williams,TX,168
2708165,Patricia,Smith,TX,921
2708166,Margaret,Harris,TX,1873
2708171,John,Clark,TX,2590
2708176,James,Smith,TX,2482
2708178,Nancy,Wilson,TX,1147
2708187,Lisa,Jones,TX,4130
2708191,Jessica,Ramirez,TX,18
2708196,Linda,Rodriguez,TX,5450
2708206,Thomas,Harris,TX,440
2708207,Lisa,Davis,TX,1151
2708208,Thomas,Smith,TX,2318
2708211,David,Smith,TX,783
2708213,Matthew,Anderson,TX,1795
2708220,Barbara,Johnson,TX,1005
2708221,Linda,Garcia,TX,276
2708231,Mary,Lewis,TX,1552
2708239,Charles,Garcia,TX,63
2708243,Betty,Brown,TX,32
2708245,Patricia,Hernandez,TX,974
2708248,James,Anderson,TX,569
2708251,Lisa,Davis,TX,69
2708255,Karen,Clark,TX,4433
2708256,Anthony,Miller,TX,1332
2708265,Anthony,Lewis,TX,346
2708266,Mary,Garcia,TX,1076
2708276,Nancy,Robinson,TX,557
2708279,Richard,Taylor,TX,1397
2708281,Michael,Williams,TX,2988
2708283,Betty,Perez,TX,632
2708285,Michael,Robinson,TX,902
2708287,Daniel,Brown,TX,7877
2708293,David,Garcia,TX,896
2708294,Matthew,Anderson,TX,359
2708295,David,Lee,TX,17
2708306,Christopher,Thompson,TX,1198
2708307,Anthony,Clark,TX,1090
2708309,Nancy,Hernandez,TX,252
2708313,Anthony,Anderson,TX,22
2708314,Charles,Williams,TX,467
2708315,Mary,Harris,TX,106
2708324,Richard,Brown,TX,4904
2708328,Susan,Perez,TX,6886
2708339,Nancy,Perez,TX,4956
2708341,Anthony,Davis,TX,2222
2708342,Betty,Davis,TX,1763
2708347,Mary,Miller,TX,5858
2708350,Mary,Rodriguez,TX,191
2708351,William,Jones,TX,994
2708355,Sarah,Harris,TX,658
2708358,Sandra,Harris,TX,1220
2708367,Mary,Wilson,TX,954
2708368,Margaret,White,TX,542
2708378,Elizabeth,Harris,TX,242
2708392,Betty,Martin,TX,7448
2708395,Mary,Brown,TX,7894
2708396,Patricia,Jones,TX,928
2708402,Jessica,Johnson,TX,1562
2708408,Michael,Perez,TX,1143
2708416,Richard,Wilson,TX,352
2708418,Mark,Brown,TX,1395
2708419,Jennifer,Rodriguez,TX,1669
2708424,David,Harris,TX,1795
2708437,Joseph,Wilson,TX,1562
2708439,Thomas,Anderson,TX,865
2708447,David,Gonzalez,TX,3467
2708451,Karen,Gonzalez,TX,1661
2708453,Margaret,White,TX,728
2708461,Charles,Hernandez,TX,392
2708464,Sandra,Hernandez,TX,96
2708466,Elizabeth,Rodriguez,TX,1024
2708467,Jessica,Moore,TX,762
2708469,Charles,Smith,TX,1026
2708470,Susan,Thompson,TX,130
2708472,Susan,Martinez,TX,674
2708477,Joseph,Miller,TX,94
2708478,Jennifer,Martinez,TX,947
2708479,James,Moore,TX,5060
2708480,Jennifer,Lopez,TX,3548
2708488,David,Jackson,TX,852
2708489,James,Thompson,TX,3468
2708490,David,Lee,TX,1561
2708494,Linda,Sanchez,TX,326
2708501,Jessica,White,TX,64
2708507,Anthony,Lee,TX,2658
2708513,Daniel,Jackson,TX,583
2708521,Margaret,Taylor,TX,550
2708522,Daniel,Wilson,TX,8759
2708529,David,Lee,TX,627
2708531,Linda,Smith,TX,1018
2708537,Jessica,Williams,TX,4936
2708538,Mark,Rodriguez,TX,2687
2708540,Robert,Sanchez,TX,1234
2708546,James,Lee,TX,5329
2708549,Linda,Miller,TX,316
2708552,Sandra,Rodriguez,TX,2696
2708556,Christopher,Robinson,TX,1401
2708557,Daniel,Ramirez,TX,532
2708558,Richard,Thomas,TX,5659
2708567,Margaret,Thompson,TX,5086
2708568,David,Jones,TX,4602
2708569,Mark,Brown,TX,1496
2708574,Mark,Wilson,TX,607
2708575,James,Wilson,TX,1228
2708578,Jessica,Perez,TX,3029
2708583,Linda,Sanchez,TX,1717
2708584,Karen,Anderson,TX,454
2708589,Christopher,White,TX,897
2708591,Nancy,Sanchez,TX,2917
2708595,Susan,Jackson,TX,1006
2708596,Mark,Ramirez,TX,977
2708597,Robert,Rodriguez,TX,5274
2708603,Linda,Jackson,TX,2722
2708604,Anthony,Moore,TX,570
2708612,Christopher,Brown,TX,805
2708615,Jessica,Garcia,TX,132
2708617,Lisa,Taylor,TX,232
2708618,Mark,Miller,TX,334
2708620,David,White,TX,4193
2708625,Linda,Anderson,TX,11395
2708629,Jessica,Martinez,TX,1181
2708639,Thomas,Lee,TX,415
2708646,Richard,Jackson,TX,501
2708651,Michael,Sanchez,TX,92
2708654,Charles,Smith,TX,2054
2708657,Robert,Williams,TX,5808
2708663,Richard,Ramirez,TX,543
2708666,Matthew,White,TX,1507
2708667,Richard,Brown,TX,11
2708688,Linda,Thomas,TX,835
2708691,Susan,Jackson,TX,735
2708692,David,Sanchez,TX,1233
2708694,John,Jones,TX,5293
2708697,Charles,Garcia,TX,7566
2708698,Margaret,Taylor,TX,2095
2708699,Michael,Perez,TX,1982
2708701,Sarah,Lopez,TX,1304
2708702,David,Moore,TX,1330
2708711,James,Johnson,TX,927
2708715,Daniel,Davis,TX,170
2708724,Richard,Martin,TX,2204
2708727,Joseph,Lewis,TX,583
2708733,Betty,Davis,TX,1962
2708735,David,Lewis,TX,7100
2708736,Mary,Davis,TX,2354
2708737,Robert,Wilson,TX,348
2708743,Mark,Taylor,TX,2973
2708750,Richard,Brown,TX,316
2708753,James,Thompson,TX,823
2708755,Charles,Lewis,TX,1327
2708762,Barbara,Wilson,TX,856
2708765,Karen,Harris,TX,8394
2708770,Christopher,Clark,TX,3813
2708772,Matthew,Martinez,TX,2424
2708774,Jessica,Davis,TX,59
2708775,Joseph,Davis,TX,748
2708777,Margaret,Garcia,TX,722
2708793,Betty,Moore,TX,3437
2708795,Jennifer,Gonzalez,TX,1173
2708800,Richard,Lee,TX,573
2708808,Mark,Brown,TX,375
2708813,Matthew,Harris,TX,3750
2708814,Mary,Jackson,TX,1364
2708817,Richard,Ramirez,TX,2454
2708823,Anthony,Johnson,TX,2544
2708826,Sarah,Thompson,TX,1495
2708827,Matthew,Rodriguez,TX,1336
2708829,Lisa,Jackson,TX,6088
2708835,Linda,Smith,TX,831
2708841,Elizabeth,Harris,TX,4750
2708844,Nancy,Davis,TX,2310
2708849,Thomas,Robinson,TX,898
2708854,Robert,White,TX,10533
2708859,Sandra,Garcia,TX,11126
2708860,James,Davis,TX,5838
2708871,Margaret,Lewis,TX,773
2708872,Lisa,White,TX,1583
2708873,Jessica,Garcia,TX,5075
2708881,Margaret,Clark,TX,624
2708885,Matthew,Garcia,TX,860
2708892,Charles,Taylor,TX,367
2708897,Susan,Lee,TX,596
2708901,Christopher,Davis,TX,531
2708907,Mary,Ramirez,TX,149
2708908,Thomas,Williams,TX,1271
2708920,James,Thomas,TX,1394
2708924,Daniel,Martinez,TX,4368
2708926,Robert,Miller,TX,1501
2708930,Linda,Moore,TX,595
2708939,Jennifer,Harris,TX,2957
2708940,Daniel,Jones,TX,998
2708942,Linda,Wilson,TX,735
2708944,William,Smith,TX,737
2708952,Robert,Wilson,TX,533
2708959,Mary,White,TX,1429
2708965,Betty,Miller,TX,739
2708968,Matthew,Thomas,TX,1307
2708970,John,Jackson,TX,1787
2708971,Karen,Davis,TX,881
2708983,Jessica,White,TX,2103
2708988,Matthew,Thomas,TX,1830
2708990,Joseph,White,TX,5447
2708993,Patricia,Taylor,TX,1481
2708997,James,Wilson,TX,803
2708998,Robert,Williams,TX,2186
2709003,Karen,Williams,TX,2077
2709007,Susan,Robinson,TX,1188
2709018,Christopher,Moore,TX,1617
2709022,Barbara,White,TX,1290
2709023,David,Lewis,TX,2970
2709025,Thomas,Moore,TX,1338
2709030,Linda,Rodriguez,TX,348
2709032,James,Thomas,TX,1901
2709035,Michael,Garcia,TX,3747
2709042,Betty,Taylor,TX,793
2709045,Sandra,Moore,TX,1186
2709047,James,Martinez,TX,1010
2709052,Nancy,Brown,TX,1686
2709053,Patricia,Smith,TX,1554
2709054,Mark,Rodriguez,TX,496
2709057,Sarah,Williams,TX,306
2709066,Christopher,Williams,TX,1125
2709069,Elizabeth,Robinson,TX,1833
2709072,David,Anderson,TX,1016
2709076,James,Robinson,TX,1458
2709078,John,Robinson,TX,510
2709081,Sandra,Hernandez,TX,1607
2709085,William,Ramirez,TX,1762
2709087,James,Lopez,TX,7861
2709089,Mary,Ramirez,TX,1868
2709092,Richard,Miller,TX,1189
2709093,James,Lewis,TX,2815
2709097,Jessica,Perez,TX,1024
2709099,Elizabeth,Smith,TX,4994
2709100,Daniel,Gonzalez,TX,5873
2709105,Susan,White,TX,1060
2709115,Mark,Sanchez,TX,2708
2709118,Linda,Rodriguez,TX,1524
2709122,Anthony,Moore,TX,971
2709128,Michael,Miller,TX,388
2709133,James,Martinez,TX,740
2709134,Joseph,Robinson,TX,8114
2709135,Daniel,Lewis,TX,4906
2709140,Karen,Thomas,TX,2779
2709141,Michael,Gonzalez,TX,1386
2709144,Margaret,Martin,TX,2741
2709145,Mark,Ramirez,TX,729
2709146,Margaret,Harris,TX,8132
2709147,Elizabeth,Wilson,TX,640
2709150,Patricia,Anderson,TX,1755
2709158,Michael,Jackson,TX,2188
2709160,Thomas,Martinez,TX,2604
2709161,Mary,Davis,TX,2214
2709170,Nancy,Anderson,TX,516
2709172,Charles,Martinez,TX,10631
2709181,David,Hernandez,TX,962
2709183,Joseph,Sanchez,TX,2345
2709184,Nancy,Anderson,TX,261
2709203,Anthony,Wilson,TX,867
2709206,Elizabeth,Hernandez,TX,1582
2709208,Thomas,Lee,TX,1032
2709214,Lisa,Jones,TX,345
2709217,Anthony,Gonzalez,TX,3990
2709221,Jennifer,Miller,TX,502
2709226,William,Robinson,TX,1220
