DefendantID,CustomersFirstName,CustomersLastName,CustomersAddress1,CustomersCity,CustomersState,CustomersZIP,TotalBilled,TotalReceived,AccountBalance
2702929,Nancy,Williams,1711 3rd St,San Antonio,TX,78201,9000,3128,5872
2702930,John,Davis,1622 Birch St,San Antonio,TX,78201,1800,1256,544
2702935,John,Gonzalez,9059 Hillcrest Rd,Fort Worth,TX,76101,2000,409,1591
2702938,Matthew,Perez,7528 Cherry Ln,Fort Worth,TX,76101,1500,1129,371
2702945,Mary,Robinson,2839 Elm St,Austin,TX,73301,6000,4639,1361
2702952,Michael,Moore,6064 4th St,Fort Worth,TX,76101,2500,1200,1300
2702953,Betty,Lopez,3303 Sunset Blvd,El Paso,TX,79901,1500,1088,412
2702955,Patricia,Gonzalez,2527 4th St,Austin,TX,73301,6000,3509,2491
2702958,Sarah,Taylor,9899 Ridgeway Dr,Fort Worth,TX,76101,1800,1287,513
2702959,Elizabeth,Robinson,8647 Washington St,Dallas,TX,75201,2000,1388,612
2702964,Susan,Clark,2030 Walnut St,San Antonio,TX,78201,1800,705,1095
2702965,John,Moore,4134 Pine Ave,El Paso,TX,79901,1500,692,808
2702966,Mary,Perez,5088 Sunset Blvd,Dallas,TX,75201,9000,8252,748
2702975,Karen,Williams,3785 Hillcrest Rd,Austin,TX,73301,1000,413,587
2702976,Robert,Garcia,7016 Court St,Houston,TX,77001,2000,1692,308
2702977,Lisa,Moore,3595 Court St,Houston,TX,77001,3000,2295,705
2702987,David,Miller,9274 Sunset Blvd,Austin,TX,73301,2000,1453,547
2702990,Richard,Smith,5151 Elm St,San Antonio,TX,78201,9000,7649,1351
2702991,Thomas,Ramirez,2426 Hillcrest Rd,San Antonio,TX,78201,1800,1786,14
2702994,Matthew,Davis,254 3rd St,San Antonio,TX,78201,3000,2452,548
2702995,Christopher,Smith,8075 Pine Ave,Dallas,TX,75201,1500,326,1174
2702996,Daniel,Lopez,9916 Main St,El Paso,TX,79901,2000,821,1179
2703008,Barbara,Martin,4307 Cherry Ln,Houston,TX,77001,6000,772,5228
2703009,Betty,Wilson,9713 Spruce St,Houston,TX,77001,4500,3627,873
2703014,Susan,Harris,5787 Spruce St,San Antonio,TX,78201,12000,9247,2753
2703022,Thomas,Perez,8412 Cedar Ln,Houston,TX,77001,9000,4505,4495
2703040,Karen,Wilson,9256 Elm St,El Paso,TX,79901,1500,891,609
2703042,Daniel,Martin,2246 Cedar Ln,San Antonio,TX,78201,6000,295,5705
2703044,Nancy,Ramirez,9655 Maple Ave,Dallas,TX,75201,1800,66,1734
2703056,Christopher,Wilson,7691 Sunset Blvd,Austin,TX,73301,1000,484,516
2703057,Robert,Williams,710 Oak St,Austin,TX,73301,12000,290,11710
2703059,Joseph,Jones,2415 Spruce St,Dallas,TX,75201,3000,2631,369
2703061,Jessica,Williams,5262 Forest Ave,Dallas,TX,75201,6000,304,5696
2703064,Margaret,Moore,1796 Main St,Houston,TX,77001,1000,723,277
2703069,Lisa,Jones,6184 Walnut St,Houston,TX,77001,1800,1242,558
2703073,Elizabeth,Lewis,6316 Birch St,Dallas,TX,75201,1000,49,951
2703086,Sarah,Williams,9332 Cedar Ln,El Paso,TX,79901,12000,816,11184
2703089,Anthony,Rodriguez,4453 Forest Ave,El Paso,TX,79901,3000,1272,1728
2703091,Elizabeth,Lewis,5072 3rd St,Houston,TX,77001,1000,556,444
2703095,Sarah,Martin,3968 Spruce St,San Antonio,TX,78201,9000,6876,2124
2703097,Robert,Ramirez,4763 Court St,El Paso,TX,79901,1500,555,945
2703099,Anthony,Lewis,2448 Main St,Dallas,TX,75201,2000,536,1464
2703103,Charles,Ramirez,5725 Ridgeway Dr,Austin,TX,73301,9000,5040,3960
2703104,Elizabeth,Harris,270 Spruce St,Houston,TX,77001,2500,1568,932
2703105,William,Jackson,5857 Forest Ave,Austin,TX,73301,2000,595,1405
2703108,Thomas,Harris,9121 Lakeview Dr,San Antonio,TX,78201,12000,1983,10017
2703112,James,Clark,2943 Court St,Houston,TX,77001,1000,469,531
2703114,Nancy,Lewis,7581 Birch St,El Paso,TX,79901,1500,927,573
2703123,Daniel,Ramirez,9740 Lakeview Dr,San Antonio,TX,78201,4500,1883,2617
2703124,Michael,Anderson,7272 Oak St,Dallas,TX,75201,12000,4855,7145
2703127,Robert,Davis,5899 Walnut St,Fort Worth,TX,76101,1500,1057,443
2703136,Betty,Lopez,1823 Birch St,Houston,TX,77001,1800,1474,326
2703137,Daniel,Williams,8651 Forest Ave,Houston,TX,77001,2000,413,1587
2703141,Thomas,Gonzalez,8303 Cedar Ln,Fort Worth,TX,76101,1000,341,659
2703146,Betty,Jackson,5795 Maple Ave,El Paso,TX,79901,6000,2329,3671
2703151,Lisa,Garcia,637 Elm St,San Antonio,TX,78201,1500,1005,495
2703155,Richard,Lewis,4271 Court St,Dallas,TX,75201,2500,1656,844
2703156,Richard,Perez,514 Cherry Ln,San Antonio,TX,78201,6000,4520,1480
2703162,Sandra,Garcia,5472 Forest Ave,Austin,TX,73301,6000,590,5410
2703163,William,Lewis,4173 Cherry Ln,San Antonio,TX,78201,9000,6940,2060
2703169,Patricia,Harris,449 Forest Ave,San Antonio,TX,78201,2500,196,2304
2703172,John,Perez,2184 4th St,Houston,TX,77001,2000,1110,890
2703181,Matthew,Lewis,5974 Court St,El Paso,TX,79901,1800,527,1273
2703182,Joseph,Davis,5549 Ridgeway Dr,San Antonio,TX,78201,4500,1650,2850
2703183,Patricia,Rodriguez,3803 Oak St,Dallas,TX,75201,4500,159,4341
2703186,John,Rodriguez,8972 Court St,Austin,TX,73301,2500,1395,1105
2703187,Matthew,Clark,494 Elm St,Houston,TX,77001,4500,937,3563
2703189,Jennifer,Thomas,9295 Court St,El Paso,TX,79901,6000,5259,741
2703190,Linda,Rodriguez,8206 Washington St,Dallas,TX,75201,3000,450,2550
2703192,Margaret,Brown,1940 Ridgeway Dr,Fort Worth,TX,76101,9000,4601,4399
2703194,Karen,Wilson,6273 Spruce St,El Paso,TX,79901,6000,3251,2749
2703196,Margaret,Garcia,8720 Washington St,Dallas,TX,75201,9000,435,8565
2703197,Karen,Jackson,613 Maple Ave,El Paso,TX,79901,4500,3886,614
2703199,Patricia,Hernandez,5717 Pine Ave,Dallas,TX,75201,9000,942,8058
2703202,Christopher,Perez,5118 2nd St,Dallas,TX,75201,6000,3154,2846
2703204,Richard,Gonzalez,8897 Lakeview Dr,El Paso,TX,79901,1800,1792,8
2703208,Sandra,Perez,1868 Walnut St,Dallas,TX,75201,9000,4939,4061
2703209,Charles,Jackson,5324 Spruce St,Houston,TX,77001,1800,1346,454
2703210,Mark,Davis,1590 Walnut St,Fort Worth,TX,76101,1000,252,748
2703216,Betty,Hernandez,621 Maple Ave,Austin,TX,73301,12000,0,12000
2703226,John,Martinez,6459 Cedar Ln,Dallas,TX,75201,3000,1601,1399
2703229,Charles,Brown,9627 Spruce St,Fort Worth,TX,76101,3000,2326,674
2703236,Betty,Thompson,8937 Main St,Houston,TX,77001,1800,1770,30
2703253,Sarah,Brown,3285 Lakeview Dr,Houston,TX,77001,1800,728,1072
2703255,Anthony,Taylor,2019 Walnut St,Fort Worth,TX,76101,1500,1095,405
2703268,John,White,1596 Washington St,Fort Worth,TX,76101,9000,3393,5607
2703275,Michael,Brown,9754 Maple Ave,Houston,TX,77001,2000,85,1915
2703279,Michael,Clark,7839 Cherry Ln,Austin,TX,73301,2500,1406,1094
2703284,Christopher,Ramirez,2936 2nd St,Fort Worth,TX,76101,1000,694,306
2703294,Elizabeth,Moore,2435 3rd St,Austin,TX,73301,12000,10662,1338
2703301,Elizabeth,Williams,8690 Washington St,El Paso,TX,79901,3000,2413,587
2703310,Nancy,Lewis,4424 Birch St,Dallas,TX,75201,4500,4424,76
2703313,Karen,Anderson,6709 Cedar Ln,Fort Worth,TX,76101,1000,271,729
2703318,Thomas,Johnson,9683 Oak St,Austin,TX,73301,9000,107,8893
2703321,Anthony,Thomas,174 2nd St,Austin,TX,73301,12000,7289,4711
2703323,Karen,Davis,8371 Court St,Fort Worth,TX,76101,1500,1079,421
2703324,Barbara,Williams,2302 Lakeview Dr,Fort Worth,TX,76101,1500,436,1064
2703326,Charles,Clark,5516 4th St,Fort Worth,TX,76101,4500,2209,2291
2703330,David,Moore,2245 Elm St,Fort Worth,TX,76101,9000,3379,5621
2703335,Daniel,Lee,8289 Washington St,Dallas,TX,75201,1500,1433,67
2703339,Betty,Rodriguez,971 Ridgeway Dr,Fort Worth,TX,76101,1800,1321,479
2703347,Margaret,Perez,8530 Cedar Ln,Dallas,TX,75201,2500,2402,98
2703348,Jessica,Smith,5077 4th St,Houston,TX,77001,2000,35,1965
2703353,Barbara,White,5064 Cedar Ln,San Antonio,TX,78201,2000,189,1811
2703355,Jessica,Robinson,3900 Cherry Ln,Fort Worth,TX,76101,6000,2402,3598
2703356,Barbara,Robinson,1467 Oak St,Dallas,TX,75201,6000,3028,2972
2703361,Sandra,Anderson,7343 Main St,San Antonio,TX,78201,6000,2396,3604
2703370,Mary,Williams,5213 Elm St,Dallas,TX,75201,2000,199,1801
2703376,Lisa,White,6501 Cedar Ln,Houston,TX,77001,3000,306,2694
2703377,Michael,Davis,3140 Ridgeway Dr,Austin,TX,73301,12000,4100,7900
2703378,Barbara,Williams,5339 Birch St,Dallas,TX,75201,12000,2847,9153
2703380,Sandra,Robinson,9620 Maple Ave,El Paso,TX,79901,6000,4768,1232
2703383,Matthew,Garcia,7864 Elm St,Houston,TX,77001,1800,1433,367
2703388,Mark,Clark,6033 Forest Ave,Austin,TX,73301,1800,1060,740
2703389,Christopher,Jackson,8925 4th St,Austin,TX,73301,4500,3029,1471
2703391,John,Thomas,2730 Birch St,El Paso,TX,79901,2500,1605,895
2703410,John,Sanchez,4679 Cedar Ln,Austin,TX,73301,2500,1516,984
2703412,Thomas,Martinez,9943 Oak St,Fort Worth,TX,76101,4500,3842,658
2703418,John,Miller,2555 Cherry Ln,Austin,TX,73301,1500,936,564
2703419,Joseph,Harris,9220 Ridgeway Dr,Dallas,TX,75201,4500,3700,800
2703423,Christopher,Lewis,1405 Ridgeway Dr,Dallas,TX,75201,2500,764,1736
2703427,Sandra,Ramirez,5959 Sunset Blvd,Houston,TX,77001,2500,2141,359
2703428,David,Thomas,774 4th St,Dallas,TX,75201,12000,4548,7452
2703429,Anthony,Jackson,1469 Cherry Ln,Austin,TX,73301,1800,1675,125
2703434,Robert,Lopez,6099 Walnut St,Austin,TX,73301,1500,100,1400
2703435,Robert,Jones,7588 Forest Ave,Houston,TX,77001,1000,791,209
2703441,Patricia,Gonzalez,8127 Walnut St,Fort Worth,TX,76101,2000,356,1644
2703452,Linda,Williams,2681 3rd St,Houston,TX,77001,1000,289,711
2703455,Margaret,Davis,3948 4th St,Dallas,TX,75201,1500,218,1282
2703462,Linda,Clark,8961 Forest Ave,El Paso,TX,79901,2500,2279,221
2703465,Christopher,Rodriguez,2374 Spruce St,El Paso,TX,79901,4500,1545,2955
2703469,Robert,Wilson,1994 Maple Ave,Fort Worth,TX,76101,12000,2138,9862
2703470,Lisa,Martinez,1522 2nd St,Austin,TX,73301,9000,1173,7827
2703472,Richard,Lee,6620 2nd St,Dallas,TX,75201,9000,8786,214
2703474,Thomas,Brown,3527 Washington St,Fort Worth,TX,76101,4500,1826,2674
2703477,Charles,Lee,7489 Cherry Ln,Fort Worth,TX,76101,1000,564,436
2703483,Patricia,Taylor,3468 Birch St,Dallas,TX,75201,12000,11863,137
2703499,Mary,Martinez,9880 Pine Ave,Dallas,TX,75201,2500,1280,1220
2703515,Karen,Taylor,5058 Main St,Dallas,TX,75201,1000,692,308
2703521,Anthony,Sanchez,415 Washington St,El Paso,TX,79901,3000,2742,258
2703534,David,Lewis,3269 Cedar Ln,San Antonio,TX,78201,12000,6885,5115
2703535,Elizabeth,Brown,8831 4th St,Austin,TX,73301,6000,2192,3808
2703538,Charles,Taylor,8938 Cedar Ln,El Paso,TX,79901,2000,1238,762
2703540,Anthony,Rodriguez,1629 Main St,Houston,TX,77001,12000,59,11941
2703545,Lisa,Garcia,4964 Ridgeway Dr,Austin,TX,73301,2000,654,1346
2703549,Sandra,Lee,5958 2nd St,Dallas,TX,75201,3000,653,2347
2703553,Sarah,Ramirez,3436 Spruce St,El Paso,TX,79901,4500,2954,1546
2703557,Richard,Miller,5421 Ridgeway Dr,Austin,TX,73301,1000,326,674
2703560,Charles,White,9985 Washington St,El Paso,TX,79901,2000,1892,108
2703562,Joseph,Rodriguez,213 Cedar Ln,El Paso,TX,79901,2500,1503,997
2703563,Charles,Jackson,6555 Maple Ave,Austin,TX,73301,1800,1342,458
2703564,Matthew,Johnson,4045 Walnut St,Houston,TX,77001,12000,9638,2362
2703565,Daniel,Miller,3051 Ridgeway Dr,Fort Worth,TX,76101,6000,4403,1597
2703574,Mary,Sanchez,8836 Elm St,Austin,TX,73301,1500,577,923
2703579,Michael,Davis,3304 Cedar Ln,El Paso,TX,79901,2500,2457,43
2703580,Nancy,Martinez,481 Ridgeway Dr,Dallas,TX,75201,1000,910,90
2703582,Susan,Rodriguez,7830 4th St,El Paso,TX,79901,2500,1606,894
2703589,Elizabeth,Lopez,1971 2nd St,El Paso,TX,79901,12000,11689,311
2703598,Karen,Moore,4933 Maple Ave,El Paso,TX,79901,2000,1098,902
2703603,Joseph,Anderson,9110 Elm St,El Paso,TX,79901,1000,915,85
2703604,Sandra,Anderson,6706 Oak St,Fort Worth,TX,76101,1000,884,116
2703609,Margaret,Gonzalez,5950 Washington St,Austin,TX,73301,6000,4211,1789
2703612,Sandra,Anderson,960 Cherry Ln,Fort Worth,TX,76101,1800,986,814
2703623,Nancy,Jones,7010 Ridgeway Dr,El Paso,TX,79901,4500,1525,2975
2703625,Margaret,Wilson,3452 Oak St,Dallas,TX,75201,2500,158,2342
2703631,Mary,Lee,7675 Pine Ave,Dallas,TX,75201,12000,8318,3682
2703644,Susan,Miller,8795 Cherry Ln,Houston,TX,77001,1000,435,565
2703649,Elizabeth,Lewis,4136 Cherry Ln,El Paso,TX,79901,1000,640,360
2703650,William,Brown,4372 Oak St,Austin,TX,73301,1800,1570,230
2703651,Thomas,Smith,4998 Cedar Ln,San Antonio,TX,78201,9000,3925,5075
2703656,Sandra,Perez,2872 4th St,Dallas,TX,75201,1500,816,684
2703657,Mark,Moore,746 3rd St,San Antonio,TX,78201,6000,2530,3470
2703658,Barbara,Harris,6490 Forest Ave,Fort Worth,TX,76101,2000,1899,101
2703659,William,Thompson,165 Spruce St,El Paso,TX,79901,4500,17,4483
2703670,David,Sanchez,1046 2nd St,El Paso,TX,79901,2000,1007,993
2703677,Michael,Thompson,9827 Cherry Ln,El Paso,TX,79901,1800,1139,661
2703684,Richard,Jackson,5783 Birch St,Dallas,TX,75201,1000,579,421
2703687,Nancy,Lee,429 Cherry Ln,Austin,TX,73301,2000,466,1534
2703692,Mary,Harris,3473 Birch St,El Paso,TX,79901,1800,662,1138
2703693,Mark,Taylor,3040 Walnut St,El Paso,TX,79901,1800,1525,275
2703698,Joseph,Williams,5156 2nd St,Dallas,TX,75201,12000,2578,9422
2703704,Michael,Brown,8427 Washington St,Houston,TX,77001,12000,10954,1046
2703706,Thomas,Thomas,1846 2nd St,Dallas,TX,75201,1000,123,877
2703707,Susan,Martinez,7136 Walnut St,Houston,TX,77001,12000,5975,6025
2703710,Nancy,Thomas,5402 2nd St,Dallas,TX,75201,1500,950,550
2703714,Richard,Lopez,1699 2nd St,Houston,TX,77001,12000,277,11723
2703716,Patricia,Rodriguez,8753 Maple Ave,Fort Worth,TX,76101,3000,125,2875
2703722,Patricia,Anderson,1938 4th St,Fort Worth,TX,76101,1800,1697,103
2703728,Linda,Clark,1431 Maple Ave,San Antonio,TX,78201,6000,2230,3770
2703737,Matthew,Williams,6524 Court St,Dallas,TX,75201,2000,980,1020
2703740,Mary,Moore,8579 Maple Ave,Austin,TX,73301,1500,972,528
2703748,Anthony,Brown,3409 Hillcrest Rd,Houston,TX,77001,1500,417,1083
2703751,Anthony,Clark,2897 4th St,Dallas,TX,75201,3000,2229,771
2703757,Mark,Sanchez,1966 Walnut St,El Paso,TX,79901,2000,1076,924
2703760,Mary,Thompson,8257 2nd St,San Antonio,TX,78201,9000,2445,6555
2703770,Richard,Williams,8351 Elm St,Fort Worth,TX,76101,3000,786,2214
2703780,Matthew,Rodriguez,6324 Pine Ave,Dallas,TX,75201,1500,475,1025
2703783,David,White,9531 Walnut St,Austin,TX,73301,9000,3695,5305
2703787,Richard,Hernandez,8663 Ridgeway Dr,Fort Worth,TX,76101,12000,9146,2854
2703788,Barbara,Clark,7076 Forest Ave,San Antonio,TX,78201,1800,1135,665
2703789,Mary,Gonzalez,2967 Spruce St,Fort Worth,TX,76101,9000,1979,7021
2703794,Daniel,Johnson,1452 Walnut St,Dallas,TX,75201,3000,329,2671
2703796,Linda,Johnson,9470 4th St,San Antonio,TX,78201,1000,218,782
2703797,Matthew,Smith,875 Cherry Ln,Austin,TX,73301,12000,5015,6985
2703800,Jessica,Thompson,1335 Cherry Ln,El Paso,TX,79901,4500,2924,1576
2703803,Jessica,Jackson,1421 Spruce St,El Paso,TX,79901,12000,7498,4502
2703804,Mark,Johnson,2491 Hillcrest Rd,San Antonio,TX,78201,1800,1648,152
2703808,Matthew,Lewis,4120 Lakeview Dr,El Paso,TX,79901,1800,1548,252
2703809,Mary,Rodriguez,5341 Birch St,Fort Worth,TX,76101,3000,811,2189
2703813,Karen,Perez,1818 Sunset Blvd,San Antonio,TX,78201,6000,5391,609
2703824,Christopher,Moore,8036 Elm St,Dallas,TX,75201,2500,2018,482
2703827,William,Thompson,747 2nd St,San Antonio,TX,78201,1500,636,864
2703828,Mary,Taylor,1441 Hillcrest Rd,Fort Worth,TX,76101,6000,5969,31
2703831,Jessica,Brown,1698 Washington St,Houston,TX,77001,2000,416,1584
2703834,Mark,Lopez,7678 Oak St,Houston,TX,77001,1000,340,660
2703839,Michael,Thomas,3102 Sunset Blvd,Dallas,TX,75201,3000,178,2822
2703842,Betty,Johnson,6265 Birch St,Dallas,TX,75201,1000,679,321
2703844,Charles,Williams,6598 Cherry Ln,Dallas,TX,75201,12000,11238,762
2703851,Karen,Smith,5582 Forest Ave,Austin,TX,73301,9000,7073,1927
2703856,Mark,Jackson,8222 Sunset Blvd,San Antonio,TX,78201,2000,1503,497
2703857,Jennifer,Perez,5823 Court St,Dallas,TX,75201,9000,5748,3252
2703859,Mark,Clark,1334 Washington St,Dallas,TX,75201,9000,5165,3835
2703860,Robert,Lopez,1077 Cedar Ln,San Antonio,TX,78201,2500,859,1641
2703864,Mark,Gonzalez,7591 Spruce St,El Paso,TX,79901,2500,2324,176
2703869,James,Martinez,8814 Sunset Blvd,San Antonio,TX,78201,1800,223,1577
2703876,Michael,Gonzalez,2374 Elm St,San Antonio,TX,78201,2000,1491,509
2703879,Daniel,Anderson,4309 Walnut St,San Antonio,TX,78201,9000,440,8560
2703882,Christopher,Lewis,9572 Walnut St,San Antonio,TX,78201,1800,1274,526
2703883,Thomas,Williams,5843 3rd St,El Paso,TX,79901,2500,1050,1450
2703887,William,Miller,7891 Pine Ave,Fort Worth,TX,76101,1500,486,1014
2703888,Lisa,White,9469 Hillcrest Rd,Fort Worth,TX,76101,3000,2914,86
2703891,Barbara,Gonzalez,5321 Hillcrest Rd,Austin,TX,73301,3000,1034,1966
2703893,James,Thompson,8782 Ridgeway Dr,El Paso,TX,79901,12000,11412,588
2703900,Mary,Thomas,4935 Walnut St,Dallas,TX,75201,2000,1207,793
2703905,Lisa,Martin,4760 2nd St,Dallas,TX,75201,2500,2059,441
2703910,Sandra,Lewis,7515 Washington St,Dallas,TX,75201,2500,1500,1000
2703912,Jennifer,Taylor,9571 4th St,San Antonio,TX,78201,6000,5118,882
2703921,Robert,Sanchez,3540 3rd St,Dallas,TX,75201,12000,5727,6273
2703922,Charles,Harris,6271 4th St,Austin,TX,73301,6000,5880,120
2703940,Barbara,White,9372 Washington St,San Antonio,TX,78201,6000,1003,4997
2703942,Matthew,Johnson,6655 Hillcrest Rd,Austin,TX,73301,2500,2299,201
2703947,Sandra,Ramirez,379 Lakeview Dr,El Paso,TX,79901,6000,4310,1690
2703948,Mark,Sanchez,5419 2nd St,San Antonio,TX,78201,9000,7580,1420
2703949,Thomas,Jackson,3206 Cherry Ln,Dallas,TX,75201,1800,1091,709
2703954,Lisa,Hernandez,3453 Main St,San Antonio,TX,78201,1800,70,1730
2703955,Joseph,Lee,7285 Pine Ave,Houston,TX,77001,1000,25,975
2703959,Barbara,Robinson,9652 4th St,San Antonio,TX,78201,1500,1383,117
2703962,Daniel,Brown,2106 Walnut St,San Antonio,TX,78201,4500,4446,54
2703965,Jessica,Thomas,3958 4th St,Fort Worth,TX,76101,2000,1403,597
2703969,Mary,Lewis,4716 Ridgeway Dr,Dallas,TX,75201,2500,2042,458
2703976,Karen,Perez,3500 Forest Ave,El Paso,TX,79901,6000,2884,3116
2703984,Joseph,Sanchez,4823 Washington St,Dallas,TX,75201,1800,1232,568
2703985,Daniel,Miller,6985 3rd St,El Paso,TX,79901,12000,7647,4353
2703992,Michael,Sanchez,1417 2nd St,Fort Worth,TX,76101,1000,806,194
2703996,Jennifer,Jackson,8970 Cedar Ln,Austin,TX,73301,2500,1085,1415
2703997,Sandra,Lewis,4177 Ridgeway Dr,Houston,TX,77001,1000,599,401
2703998,Sandra,Thompson,6692 Cherry Ln,Austin,TX,73301,3000,129,2871
2704001,Christopher,Clark,7830 Birch St,San Antonio,TX,78201,6000,3428,2572
2704002,Susan,Lee,979 Lakeview Dr,Austin,TX,73301,6000,4720,1280
2704004,Charles,Moore,7990 2nd St,Dallas,TX,75201,1800,1508,292
2704007,Patricia,Hernandez,8076 4th St,Houston,TX,77001,12000,4982,7018
2704008,James,Taylor,2555 Cherry Ln,San Antonio,TX,78201,9000,8988,12
2704010,Charles,Martin,973 Birch St,San Antonio,TX,78201,1500,1410,90
2704013,Patricia,Hernandez,9854 Main St,El Paso,TX,79901,1800,899,901
2704019,Patricia,Gonzalez,7025 Maple Ave,Houston,TX,77001,12000,10277,1723
2704020,David,Williams,3130 Court St,Dallas,TX,75201,1500,843,657
2704028,Linda,Johnson,5371 2nd St,Dallas,TX,75201,3000,503,2497
2704032,Christopher,Perez,8405 Spruce St,Austin,TX,73301,9000,482,8518
2704035,Susan,Davis,6256 Main St,Dallas,TX,75201,4500,2022,2478
2704038,Daniel,Brown,1680 Main St,Austin,TX,73301,1000,340,660
2704040,Lisa,Taylor,3797 Hillcrest Rd,Fort Worth,TX,76101,3000,272,2728
2704044,Robert,Taylor,7961 Cedar Ln,San Antonio,TX,78201,9000,517,8483
2704050,Lisa,Johnson,9910 Walnut St,Fort Worth,TX,76101,3000,1240,1760
2704051,Thomas,Williams,7112 Cedar Ln,Fort Worth,TX,76101,9000,6862,2138
2704052,William,Lopez,9331 Forest Ave,Fort Worth,TX,76101,2000,1923,77
2704054,Elizabeth,Taylor,7151 Sunset Blvd,Austin,TX,73301,2000,311,1689
2704063,Robert,Lee,2848 2nd St,El Paso,TX,79901,6000,4858,1142
2704067,Charles,Rodriguez,2923 Oak St,San Antonio,TX,78201,4500,1297,3203
2704068,Thomas,Davis,8067 Walnut St,San Antonio,TX,78201,1500,830,670
2704070,Jennifer,Anderson,9087 2nd St,El Paso,TX,79901,4500,430,4070
2704071,Betty,Sanchez,2860 Spruce St,Austin,TX,73301,3000,1501,1499
2704074,Margaret,Jones,8478 Pine Ave,Fort Worth,TX,76101,12000,1954,10046
2704075,Matthew,Hernandez,6762 Main St,Dallas,TX,75201,1500,777,723
2704080,James,Lee,9766 Birch St,San Antonio,TX,78201,1800,1608,192
2704085,Patricia,Davis,3917 Spruce St,Dallas,TX,75201,4500,1809,2691
2704086,Betty,Sanchez,7222 2nd St,Houston,TX,77001,1800,1376,424
2704088,James,Moore,3452 Lakeview Dr,Houston,TX,77001,1500,1469,31
2704095,John,Garcia,6741 Spruce St,Houston,TX,77001,1800,918,882
2704098,Richard,Lopez,3239 Spruce St,Austin,TX,73301,9000,2113,6887
2704100,Anthony,Lee,349 Elm St,Dallas,TX,75201,6000,5362,638
2704101,William,Clark,8117 Cherry Ln,Dallas,TX,75201,2000,1869,131
2704104,Anthony,Johnson,4486 Main St,Austin,TX,73301,2500,210,2290
2704106,Karen,Ramirez,5663 Main St,Dallas,TX,75201,1500,1139,361
2704109,Mary,Jackson,1256 Lakeview Dr,Austin,TX,73301,1500,1208,292
2704113,David,Smith,2747 Birch St,El Paso,TX,79901,6000,4906,1094
2704114,James,Martin,8617 Spruce St,Fort Worth,TX,76101,1800,437,1363
2704117,Patricia,Johnson,5013 Cherry Ln,Austin,TX,73301,9000,197,8803
2704118,Barbara,Brown,3588 Washington St,San Antonio,TX,78201,1500,171,1329
2704119,Jennifer,Thompson,6307 Walnut St,Fort Worth,TX,76101,1000,147,853
2704122,Anthony,Harris,8891 Elm St,Dallas,TX,75201,1000,217,783
2704130,Susan,Harris,9903 Oak St,Dallas,TX,75201,2000,1579,421
2704132,Daniel,Lopez,6480 Maple Ave,Dallas,TX,75201,3000,2368,632
2704140,William,Rodriguez,4887 Elm St,Fort Worth,TX,76101,3000,328,2672
2704143,Nancy,White,8473 Hillcrest Rd,San Antonio,TX,78201,1500,318,1182
2704144,Daniel,Lewis,5925 Ridgeway Dr,Houston,TX,77001,6000,3799,2201
2704147,Mary,Martin,5926 Court St,Dallas,TX,75201,1500,612,888
2704150,James,Martin,4599 Washington St,Austin,TX,73301,9000,320,8680
2704155,Michael,Lopez,1694 4th St,San Antonio,TX,78201,1800,99,1701
2704176,Daniel,Harris,6071 Oak St,El Paso,TX,79901,2000,899,1101
2704180,Jennifer,Brown,268 Lakeview Dr,Fort Worth,TX,76101,6000,2024,3976
2704186,Lisa,Williams,5404 3rd St,Dallas,TX,75201,1000,645,355
2704193,Matthew,Davis,7216 Elm St,Austin,TX,73301,2500,1967,533
2704194,Elizabeth,Thomas,6698 Ridgeway Dr,Austin,TX,73301,3000,2210,790
2704196,Elizabeth,Johnson,2024 Oak St,San Antonio,TX,78201,2500,2001,499
2704206,Charles,Robinson,9977 Pine Ave,El Paso,TX,79901,1800,755,1045
2704221,Patricia,Robinson,6851 Lakeview Dr,Austin,TX,73301,4500,158,4342
2704227,John,Anderson,7164 Walnut St,Houston,TX,77001,9000,15,8985
2704232,Betty,Clark,5132 Main St,Dallas,TX,75201,9000,2902,6098
2704239,Jennifer,Hernandez,6601 Oak St,Austin,TX,73301,12000,1932,10068
2704242,Betty,Davis,9842 Lakeview Dr,Austin,TX,73301,2000,344,1656
2704243,Christopher,Clark,7741 Maple Ave,Austin,TX,73301,6000,2115,3885
2704247,Sarah,Wilson,598 Main St,Houston,TX,77001,3000,1018,1982
2704259,Sandra,Lee,8635 Walnut St,Fort Worth,TX,76101,4500,3890,610
2704260,Elizabeth,Miller,2947 3rd St,Houston,TX,77001,3000,871,2129
2704261,James,Lewis,8487 Cedar Ln,Houston,TX,77001,1500,855,645
2704263,Michael,Moore,7674 Spruce St,Dallas,TX,75201,9000,4323,4677
2704267,Barbara,Rodriguez,1696 4th St,San Antonio,TX,78201,4500,3334,1166
2704269,Michael,Brown,9499 Main St,El Paso,TX,79901,1500,346,1154
2704272,James,White,673 Court St,Dallas,TX,75201,1000,795,205
2704275,Lisa,Jones,5389 Maple Ave,Houston,TX,77001,4500,1431,3069
2704276,Betty,Martinez,4141 Cherry Ln,El Paso,TX,79901,9000,5715,3285
2704282,Daniel,Robinson,866 Lakeview Dr,Fort Worth,TX,76101,2000,1115,885
2704284,Betty,Moore,3387 2nd St,San Antonio,TX,78201,1000,612,388
2704287,Thomas,Miller,1167 4th St,San Antonio,TX,78201,2500,1165,1335
